hotel,username,country,score,date_written,positive,negative,tags
MadridPalacioReal,Marcos,España,9.0,Escrito en 24 de noviembre de 2025,Ubicación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Ml,España,9.0,Escrito en 31 de octubre de 2025,"La ubicación es excelente. El desayuno es muy completo. Destaco el trato del personal especialmente de quien estuvo a cargo de los desayunos. Su trato ha sido impecable, muy cordial y siempre atenta.","Lamentablemente me ha tocado trabajar los 3 días y solo diría que al ser un dúplex y tener los techos altos en el salón, me ha parecido que faltaba un poco de luz para poder trabajar.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']"
MadridPalacioReal,Javier,Venezuela,8.0,Escrito en 23 de octubre de 2025,Excelente y céntrico,El ruido del portón principal,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
MadridPalacioReal,Hugo,Chile,9.0,Escrito en 22 de octubre de 2025,"Alojamiento limpio y amplio, con cafetera (se agradece).","Todo bien. Solo diría que no pude usar la app para abrir la puerta del departamento con el teléfono (solo me funcionó para la puerta principal del edificio a la calle), pero el resto todo muy bien.","['•Viaje de ocio', '•Persona que viaja sola', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Samuel,España,9.0,Escrito en 6 de octubre de 2025,La localización y amplitud del apartamento,"Los aires acondicionados se encendían automáticamente por las tardes,a 16 grados frío,y cd llegábamos por las noches el apartamento estaba helado.
Está muy cerca de discotecas con lo que es una zona muy ruidosa,el propio apartamento como conoce ese problema te regala unos tapones para el ruido.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']"
MadridPalacioReal,Javier,España,9.0,Escrito en 21 de septiembre de 2025,Localización.,Sofá cama un poco incómodo,"['•Familia con niños pequeños', '•Estudio Dúplex', '•Estancia de 1 noche', '•Enviado por móvil']"
MadridPalacioReal,Javier,Venezuela,8.0,Escrito en 17 de septiembre de 2025,La ubicación en el centro de madrid,La puerta principal muy ruidosa para las habitaciones cercanas,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 11 noches', '•Enviado por móvil']"
MadridPalacioReal,Ablgm,España,7.0,Escrito en 8 de septiembre de 2025,"Ubicación
Limpieza
Amplitud 
Atención personal desayuno","Al ser un edificio de apartamentos no hay persona (excepto en desayunos),  con lo que si tienes una necesidad, la atención es por WhatsApp y en nuestro caso no se llegó a atender.
Escalera del ""dúplex"" no aptas para personas mayores. No fue nuestro caso, pero algo peligrosas.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Jerónimo,Argentina,8.0,Escrito en 30 de agosto de 2025,"Muy bien ubicado, cómodo y limpio.","Le falta más ventilación, luz y la televisión no tenía Netflix.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Magabmdq,Argentina,8.0,Escrito en 22 de agosto de 2025,Muy buena ubicación a un paso de Gran Via. Lugares para comer variado en la zona. Lo mismo todo cerca si vas de compras. Y también mercados si querés ahorrar y no comer siempre afuera.,El duplex que nos tocó era lindo y luminoso decorado con gusto pero un poco chico para 4 personas.  Además el sillón cama no es muy cómodo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 3 noches', '•Enviado por móvil']"
MadridPalacioReal,Isabel,España,9.0,Escrito en 20 de agosto de 2025,Ubicación perfecta,"La cocina muy pequeñita, la usamos poco pero no había sitio de encimera, aun así recomiendo el alojamiento sin duda alguna","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 4 noches', '•Enviado por móvil']"
MadridPalacioReal,Vanessa,España,9.0,Escrito en 19 de julio de 2025,Apartamento bonito y muy buena ubicación,Algo elevado el precio para la fecha,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Dúplex', '•Estancia de 1 noche', '•Enviado por móvil']"
MadridPalacioReal,Mercedes,España,8.0,Escrito en 10 de julio de 2025,La habitación,"Poco personal, solo en desayuno. La chica muy maja","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 4 noches', '•Enviado por móvil']"
MadridPalacioReal,Liliana,Argentina,9.0,Escrito en 7 de julio de 2025,"Las instalaciones impecables, la ubicación excelente. Nos robaron los pasaportes en el metro y la gente del alojamiento fue muy amable y solidaria.
Lo recomiendo",Nada,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Daniel,Argentina,8.0,Escrito en 30 de junio de 2025,"Tanto la Ubicación muy cerca de todo.,El desayuno completo muy bueno. La habitación amplia y completa",,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches']"
MadridPalacioReal,Juan,España,7.0,Escrito en 25 de junio de 2025,La ubicación,La hora de entrada es un poco tarde,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche']"
MadridPalacioReal,Eduardo,Argentina,9.0,Escrito en 6 de junio de 2025,La ubicación.  Las comodidades.,Que carecieran de un conversor de divisas. Tuve que recurrir a una persona amiga para pagar 15 euros  por un late check out. No existía para la persona que me atendió por teléfono absolutamente ninguna otra manera de abonar ese importe. Mis tarjetas argentinas están monetizadas al dolar. Libere rechazaba el pago. De alli que recurri a  un amigo para abonar ese gasto menor vía tarjeta. El  resto del personal excelente.,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 14 noches', '•Enviado por móvil']"
MadridPalacioReal,Danielsen,España,9.0,Escrito en 5 de junio de 2025,La habitación era espaciosa con buenos armarios. Muy buena ubicación.,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 2 noches', '•Enviado por móvil']"
MadridPalacioReal,Soledad,Argentina,8.0,Escrito en 4 de junio de 2025,"Excelente ubicación nos constó encontrarlo pero muy céntrico a 200 mts de la estación de metro callao , gran via , llegamo a pie a todos lados","Mucho ruido afuera , no pudimos descansar bien y eso que me quedé un lunes , pero si están muy cansados casi no es problema , pero si si mucho ruido afuera","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Deluxe', '•Estancia de 1 noche', '•Enviado por móvil']"
MadridPalacioReal,Ander,España,8.0,Escrito en 22 de abril de 2025,Ubicación excepcional. Colchón cómodo. Apartamento amplio.,Relación calidad-precio muy caro. No tiene lavavajillas. En nuestro apartamento la TV no se podía ver desde la cama. Solo había una butaca para ver la TV. El plato de ducha pequeño. El lavabo pequeño. Las ventanas no cerraban bien.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 7 noches']"
MadridPalacioReal,Oscar,España,7.0,Escrito en 10 de abril de 2025,"Instalaciones muy buenas
La protección de datos deja mucho que desear 
Piden autorizaciónes del smartphone que no son nada recomendables",,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MadridPalacioReal,Henry,España,7.0,Escrito en 13 de marzo de 2025,"La ubicación y el apartamento muy cómodo y útil!!!  Mas céntrico ""casi"" imposible. Cerca de todo, para ir caminando y disfrutar a pié de calle. 🤓👍","Quizás con un sofá, hubiera sido perfecto para nosotros. .","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 7 noches', '•Enviado por móvil']"
MalagaTeatroRomano,Ana,España,9.0,Escrito en 23 de noviembre de 2025,"La ubicación excelente..el apartamento todo genial, muy limpio y camas comodas incluido el sofá cama(hemos dormido dos adultos sin problema). La atención por  telefóno tambien excelente y muy agradable y atentos.",El no tener taquillas,"['•Viaje de ocio', '•Grupo de amigos', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Idoia,España,9.0,Escrito en 31 de agosto de 2025,"La ubicación excelente pero a pesar de estar en pleno centro es tranquilo y genial para descansar . Las vistas desde la cama espectaculares . Mucha luz , amplio y bonita decoración.",Me gustó mucho pero por sacar una pega me hubiese gustado tener una cafetera Nespresso,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Dúplex', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaTeatroRomano,Evaristo,España,7.0,Escrito en 31 de mayo de 2025,Situación. Limpieza.,"Toda la burocracia informática. Insufrible la entrada. Y me han cargado dos veces el costo. 2X 148,72. Espero que me devuelvan una, aunque no confío nada en su diligencia en devolver. Si en cobrar.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Susana,España,8.0,Escrito en 4 de mayo de 2025,La ubicación era genial!,El sofá era muy incómodo,"['•Viaje de negocios', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Miguel,España,7.0,Escrito en 2 de mayo de 2025,"Muy bien ubicado, a pesar de estar en pleno centro no se oía ruido de la calle, era muy espacioso y cuidado el diseño","En la zona del dormitorio había un ruido continuo de maquinaria, algo molesto para dormir.","['•Viaje de ocio', '•Grupo', '•Estudio Dúplex', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Javier,España,9.0,Escrito en 16 de marzo de 2025,"muy buena ubicación todo perfecto, volveré pronto",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Aleksey,España,7.0,Escrito en 26 de diciembre de 2024,Las vistas desde el apartamento,"La puerta del baño no se cierra del todo, si viajas con amigos es un poco incomodo ya que se te ve por una raja y no puedes sentrate tranquilo sin saber que nadie te mirará o que no se escuche un pedo :D","['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
MalagaTeatroRomano,Vicente,España,7.0,Escrito en 22 de diciembre de 2024,"Ubicación, limpieza, salón con sofá. Inmejorable",único pero cama ruidosa y gastada,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche']"
MalagaTeatroRomano,María,España,9.0,Escrito en 26 de noviembre de 2024,ubicación comodidad,horario de entrada tarde te parte el día y la comida,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Cristina,España,8.0,Escrito en 27 de octubre de 2024,"la ubicación y la decoración del apartamento,cama comoda! te dejan una cajita de bienvenida con agua,unas patatas y unos tapones,un detalle.",por las mañanas hay ruido desde temprano.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Matías,España,9.0,Escrito en 8 de septiembre de 2024,"Muy buen lugar, limpieza y muy moderno",Los ruidos de la calle al ser tan céntrico y los ruidos de uno de los inquilino.,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaTeatroRomano,Belén,España,8.0,Escrito en 28 de julio de 2024,"Ubicación excelente y muy bonito , con regalo de bienvenida y muy atentos con los animales tenía cama y comederos",Se escuchaba todo lo de fuera,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaTeatroRomano,Paloma,España,7.0,Escrito en 21 de junio de 2024,La ubicación,El desayuno. Excesivamente caro para lo que es ...,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Manuel,España,9.0,Escrito en 31 de mayo de 2024,Excelente ubicación. El diseño .,,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Maria,España,7.0,Escrito en 14 de abril de 2024,La Ubicación.Es muy bonito,"La iluminación escasa, pocos productos de baño, sofá incómodo.","['•Viaje de negocios', '•Pareja', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Fidel,España,7.0,Escrito en 19 de marzo de 2024,La ubicación,"No hay nadie para recibir a los huéspedes, ningún teléfono de contacto, necesito mi factura y no hay un lugar donde reclamarla porque no hay comunicación con los clientes","['•Viaje de negocios', '•Persona que viaja sola', '•Apartamento de 1 dormitorio', '•Estancia de 4 noches', '•Enviado por móvil']"
MalagaTeatroRomano,José,España,7.0,Escrito en 8 de febrero de 2024,Emplazamiento y amplitud espacio y tamaño de cama,Falta de mobiliario y ruido poco aislamiento acústico entre habitaciones,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Pilar,España,8.0,Escrito en 26 de enero de 2024,"Me ha gustado mucho la estancia, muy agradable, estupenda ubicación y el apartamento precioso. El servicio de atención al público dia telefónica, estupendo.",Añadiría lamparitas de lectura a cada lado de la cama y tabla de planchar y plancha ;-) Por lo demás el apartamento es estupendo.,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche']"
MalagaTeatroRomano,Hind,España,9.0,Escrito en 14 de enero de 2024,Ubicación excelente. Limpio y cómodo.,Había pedido una cama doble y me dieron dos individuales,"['•Viaje de negocios', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Francisco,España,8.0,Escrito en 9 de enero de 2024,Muy bien buena ubicación,La ducha,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Jesús,España,7.0,Escrito en 4 de enero de 2024,La ubicación,"La atención y la falta de personal físico , cuando llegamos al apartamento después de mucho tiempo intentando acceder por internet, la recepción fue de un perro ladrando justo en la puerta de al lado , si hubiese sabido que aceptaban mascotas no hubiese ido","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Carmen,España,8.0,Escrito en 2 de enero de 2024,La ubicación,Todo fue correcto,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaTeatroRomano,Norma,España,8.0,Escrito en 10 de diciembre de 2023,Ubicación inmejorable,Muy caro y la limpieza mejorable (habia comida de huespedes anteriores en la nevera). Es incomodo que el baño este en la planta de abajo y el dormitorio arriba. Fue muy caro,"['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio Dúplex', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaTeatroRomano,Francisco,España,9.0,Escrito en 10 de diciembre de 2023,"La ubicación, la amplitud y la limpieza de la habitación; es tal cual aparece en las fotos o incluso mejor. También el hecho de poder acceder con libertad sin necesidad de lidiar con personal.","Solicité cama doble por ocasión especial, pero no se me facilitó. La hora de salida a las 11 de la mañana la retrasaría un poco. Medio te obligan a contratar el late check out.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Pac01969,España,10.0,Escrito en 9 de diciembre de 2025,"Muy bien, la cafetería nos trato muy bien y la tostada eran grandes.",No hubo nada.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento con terraza', '•Estancia de 3 noches']"
GranadaCatedral,Soledad,España,9.0,Escrito en 30 de noviembre de 2025,"Me encantó la ubicación, la limpieza y que dispone de todo lo necesario para la estancia. El sitio es precioso y justo debajo está la plaza Bibrambla, llena de bares , restaurantes, tiendas... a pesar de estar tan céntrico nada de ruido en El apartamento.  Todo genial.",No me gustó mucho que cuando abres el sofá cama no queda espacio para pasar. Es la única pega que Le pongo. Lo demás de lujo.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Alessio,España,10.0,Escrito en 15 de noviembre de 2025,Genial tanto el piso como la ubicación. Todo muy bien.,No había sartenes ni ollas para cocinar.,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Montse,España,9.0,Escrito en 25 de octubre de 2025,"La localización, la limpieza. Para dos personas es ideal.","Quizás eché de menos una persona con la que hablar físicamente, pero es verdad que al no surgir ningún contratiempo no fue necesario, quizás es solo que soy antigua.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
GranadaCatedral,M,España,8.0,Escrito en 23 de octubre de 2025,El detalle de bienvenida y la limpieza,"El descargar una aplicación para poder hacerlo, meter los DNI y datos varias veces","['•Viaje de ocio', '•Grupo', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Maria,Argentina,10.0,Escrito en 22 de octubre de 2025,Excelente,Algo ruidoso,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Sergio,Argentina,10.0,Escrito en 13 de octubre de 2025,"Muy bien ubicado, en el corazón de las peatonales, seguro y asi mismo silencioso. Pudimos hacer caminando casi todo",,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 3 noches']"
GranadaCatedral,Labella,Argentina,8.0,Escrito en 11 de octubre de 2025,"La ubicación, ñas dimensiones e instalaciones son excelentes","Al estar en pleno centro histórico de Granada, se escucha bastante el bullicio de la gente, esto dificulta el tiempo de descanzo","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con balcón', '•Estancia de 3 noches', '•Enviado por móvil']"
GranadaCatedral,Elena,España,10.0,Escrito en 29 de septiembre de 2025,Es un apartamento precioso y súper limpio.,,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Nelson,Argentina,10.0,Escrito en 23 de septiembre de 2025,"La verdad que muy buena la ubicación , céntrica y accesible a todo los lugares turísticos de Granada. El piso muy moderno y con todo lo q  senecesita para estar unos días en Granada.","No tengo nada de negativo , al contrario , súper positivo en todo.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Maria,España,10.0,Escrito en 20 de septiembre de 2025,"Todo me gustó. La ubicación, el apartamento, la atencion",Todo me gustó,"['•Viaje de ocio', '•Pareja', '•Estudio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Adrian,España,9.0,Escrito en 14 de septiembre de 2025,"La ubicación muy céntrica para poder moverte caminando a cualquier lado del centro y de servicios como restaurantes etc.Todo muy renovado y como de nueva construcción.Cocina con lo necesario para poder cocinar.Muy buena limpieza.","Tanto el edificio como el apartamento demasiado pequeño con tal de aprovechar el espacio.No puedes dejar las maletas en ningún lugar, teniendo que buscar una consigna.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche']"
GranadaCatedral,Jessica,España,10.0,Escrito en 9 de septiembre de 2025,Me encantó la comodidad y sobretodo la terraza me encantó,Que el aire acondicionado de fuera hace ruido y no llega a enfriar del todo.,"['•Viaje de ocio', '•Pareja', '•Apartamento con terraza', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Annabel,España,8.0,Escrito en 2 de septiembre de 2025,"La ubicación es muy buena, la entrada y la salida muy cómodas y fáciles. Todo muy nuevo y muy limpio. Lo recomiendo para una o dos personas.","Para 4 personas es un poco justo, al abrir el sofá cama se corta el paso a la habitación y había que hacer malabarismos para pasar.","['•Con una mascota', '•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche']"
GranadaCatedral,Virtudes,España,8.0,Escrito en 27 de agosto de 2025,"Ubicación inmejorable, en pleno centro, al lado de la Catedral y a 12 minutos caminando de El Albaicín.
También un parking público próximo.
Limpísimo, un olor super agradable, todo nuevo, detalles cuidados al máximo, como la colocación de toallas, secador del pelo con difusor.
Silencioso.
La única objeción que las habitaciones eran muy pequeñas y con el sofá cama abierto tenías que hacer malabares para pasar.
También considero como punto negativo la distribución, ya que el para acceder al baño desde el dormitorio tienes que cruzar la Sala de estar con el Sofá cama y molestas a quien está durmiendo.
Por último, el mando a distancia del aire acondicionado del dormitorio no funcionaba, teníamos que compartir el mando de la otra Sala.
Se agradece la caja de bienvenida con agua snacks y demás detalles.
Repetiría pero en un apartamento más amplio, por lo demás perfecto.","El tamaño pequeño de las habitaciones, la distribución y que no funcionase el mando a distancia del aire acondicionado.","['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Nicolas,España,9.0,Escrito en 23 de agosto de 2025,La ubicación,,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Inma,España,8.0,Escrito en 20 de agosto de 2025,Su ubicación y la limpieza,Había goteras,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Sheila,España,8.0,Escrito en 12 de agosto de 2025,"Admite mascotas, buena ubicación,cómodo y limpio.",Que la mascota no pueda quedar sola en la habitación.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Alba,España,8.0,Escrito en 8 de agosto de 2025,"El alojamiento estupendo, bien situado y limpio",,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Maitecita,España,9.0,Escrito en 2 de agosto de 2025,"La ubicación, cerca de todo y cómodo para moverse a cualquier sitio. Los detalles y amenitis para nosotros y nuestra mascota","Viaje con una mascota y me pareció excesivo el precio por día, en la inmensa mayoría de los sitios donde hemos ido, se pagaba menos de la mitad.","['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 2 noches', '•Enviado por móvil']"
GranadaCatedral,Berto,España,9.0,Escrito en 1 de agosto de 2025,"Bien situado,en mismo centro",Todo bien,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,Cristhian,España,10.0,Escrito en 31 de julio de 2025,"Está muy bien situado,cerca de tiendas,restaurantes,etc",,"['•Viaje de ocio', '•Pareja', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 4 noches', '•Enviado por móvil']"
GranadaCatedral,Jhon,España,10.0,Escrito en 31 de julio de 2025,Nos a gustado todo.,La almohada un poco bajas.,"['•Viaje de ocio', '•Familia con niños pequeños', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
GranadaCatedral,María,España,10.0,Escrito en 20 de julio de 2025,Todo,,"['•Viaje de ocio', '•Grupo', '•Apartamento de 1 dormitorio con balcón', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Cornelia,España,7.0,Escrito en 27 de octubre de 2025,La ubicacion,"Necesita reforma, en general esta bien, solo usamos el apartamento para dormir. Necesita reformase un poco. Fuimos en octubre y hacia mucho ruido, no me quiero imaginar los meses de temporada alta","['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios', '•Estancia de 2 noches']"
MalagaLaMerced,Carolina,Argentina,9.0,Escrito en 20 de septiembre de 2025,"El departamento para 2 es hermoso. Cómodo. La ubicación es excelente. Bien equipado (plancha, caja fuerte, microondas, pava eléctrica). Bien el aire acondicionado. Dan kit de bienvenida. Si bien no contactamos con nadie del apartamento, las instrucciones fueron muy claras.","La primera noche casi no pudimos dormir de los ruidos. La segunda estuvo muchísimo mejor. Calculo que también es cuestión de suerte, pero es real que las paredes no aíslan nada acústicamente.","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 2 noches', '•Enviado por móvil']"
MalagaLaMerced,Ezequiel,Argentina,8.0,Escrito en 26 de agosto de 2025,Bueno,Muy ruidoso.,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
MalagaLaMerced,Pedro,España,7.0,Escrito en 22 de agosto de 2025,La ubicación del apartamento es muy buena en pleno centro de Málaga,"Es un apartamento extremadamente pequeño para 4 personas, la única puerta que existe en el apartamento es la de entrada y si está abierto el sofá cama ya no hay acceso ni a la otra cama ni a la terraza","['•Viaje de ocio', '•Grupo de amigos', '•Estudio con terraza', '•Estancia de 4 noches', '•Enviado por móvil']"
MalagaLaMerced,Iván,España,7.0,Escrito en 25 de julio de 2025,,"El alojamiento es para dos personas. Para cuatro fue muy incómodo dormir en el sofá cama, además del poco espacio","['•Viaje de ocio', '•Grupo', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Cuevas,España,9.0,Escrito en 14 de julio de 2025,Muy cómoda,Un poco de ruido y la televisión se enciende sola al conectarse otros huéspedes a netflix o aplicaciones similares.,"['•Viaje de negocios', '•Persona que viaja sola', '•Estudio', '•Estancia de 3 noches', '•Enviado por móvil']"
MalagaLaMerced,Manuel,España,9.0,Escrito en 11 de julio de 2025,"Prácticamente, todo, ubicación, comodidad, limpieza","Aunque no sea culpa de los gestores, tengo que decirlo, por la noche hay mucho mal educado por la calle, gritos, insultos, en fin, gentuza","['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 4 noches', '•Enviado por móvil']"
MalagaLaMerced,Mesa,España,9.0,Escrito en 8 de junio de 2025,"Buena ubicación, muy bien equipado y muy cómoda",El aire no tiraba mucho .,"['•Viaje de ocio', '•Pareja', '•Estudio', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Jared,España,7.0,Escrito en 1 de junio de 2025,Muy central. el tamaño del apartamento esta bien.,No esta bien aislado del ruido.,"['•Viaje de negocios', '•Pareja', '•Estudio', '•Estancia de 1 noche']"
MalagaLaMerced,Jose,España,8.0,Escrito en 15 de abril de 2025,Ubicación,El sofá un poco incomodo,"['•Viaje de ocio', '•Pareja', '•Estudio con terraza', '•Estancia de 1 noche', '•Enviado por móvil']"
MalagaLaMerced,Valeriia,España,9.0,Escrito en 3 de abril de 2025,"El apartamento está ubicado en una zona súper cómoda para conocer la ciudad y llegar caminando a todos los sitios. El parking está justo al lado, y con la app entrar al apartamento fue facilísimo. La verdad es que quedé muy contenta con todo.","Deberían promover un poco más el uso de la app, porque yo entré introduciendo el código, y solo después me di cuenta de que se pueden abrir todas las puertas con el móvil a través de la aplicación.No tengo ninguna queja importante, en general todo me gustó mucho. Es cierto que hay bastante ruido en la zona donde está el apartamento, pero los tapones que vienen en el ""Welcome kit"" al llegar son un buen detalle.","['•Viaje de ocio', '•Familia con niños pequeños', '•Estudio con terraza', '•Estancia de 1 noche']"
MalagaLaMerced,Luz,Estados Unidos,8.0,Escrito en 17 de marzo de 2025,Ubicación y estética del apartamento,Faltaban amenidades de  cocina y la comunicación con el personal no fue gran buena,"['•Viaje de ocio', '•Grupo', '•Apartamento de 3 dormitorios', '•Estancia de 1 noche', '•Enviado por móvil']"
